_id,ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ประกอบกิจการ,,,,,,อำเภอ,จังหวัด,ไปรษณีย์,เขต,จำนวนโรงงาน
5692,5692,3-95(1)-42/39,1.01E+13,อู่ธนชัยรุ่งโรจน์,เคาะพ่นสีรถยนต์,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5693,5693,3-95(1)-13/38,1.01004E+13,บริษัท โตโยต้า เค มอเตอร์ส ผู้จำหน่ายโตโยต้า จำกัด,ตรวจเช็คสภาพรถยนต์ใหม่,,,,,,วัฒนา,กรุงเทพมหานคร,10110,,
5694,5694,3-53(1)-12/24,1.01E+13,บริษัท สยามลูกลอย จำกัด,ทำของใช้พลาสติกเช่นลูกลอยเชือกถุง,,,,,,ธนบุรี,กรุงเทพมหานคร,10600,,
5695,5695,3-71-7/54,1.01003E+13,บริษัท เอ็ม เอส สวิทช์บอร์ด จำกัด,ตู้ไฟฟ้าสวิทช์บอร์ด รางไฟฟ้า จำพวกโลหะอุปกรณ์ไฟฟ้า,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5696,5696,น.45(1)-0/2548-ญนช.,7.20101E+13,บริษัท บริติช เพ้นท์ส จำกัด,ผลิตสีน้ำมันสีน้ำสีรองพื้นแชลแล็กแล้กเกอร์ทินเนอร์,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5697,5697,3-28(1)-152/35,1.01E+13,บริษัท ไทยเอลเฟ่ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 290 เครื่อง),,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
5698,5698,3-53(7)-2/40,1.01008E+13,บริษัท ฟิตติ้งแวร์ จำกัด,ทำรองเท้าพี.วี.ซี.,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5699,5699,3-28(1)-40/50,1.01E+13,บริษัท สุขสวัสดิ์ การ์เม้นท์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
5700,5700,ศ3-37-54/35,1.00005E+11,บริษัท ดงชอง จำกัด,ทำเครื่องเรือนจากไม้,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
5701,5701,3-95(1)-11/41,1.01003E+13,บริษัท สยามนิสสัน มหานคร จำกัด,ซ่อมรถยนต์,,,,,,สายไหม ,กรุงเทพมหานคร,10220,,
5702,5702,3-53(1)-2/46,1.01006E+13,บริษัท ชาญสุนทร อินดัสทรี จำกัด,ทำผลิตภัณฑ์พลาสติก,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5703,5703,3-41(1)-17/51,1.01E+13,เนติกุลการพิมพ์,พิมพ์สิ่งพิมพ์ต่างๆ,,,,,,ดุสิต,กรุงเทพมหานคร,10300,,
5704,5704,3-68-6/17,1.01002E+13,บริษัท สยามเครื่องจักรกลพลาสติก จำกัด,ประกอบ และซ่อมเครื่องทำถุงพลาสติก,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5705,5705,3-55-2/18,1.01002E+13,บริษัท อีสเทิร์นไชน่าแวร์ จำกัด,ทำผลิตภัณฑ์เครื่องกระเบื้องเคลือบต่าง ๆ เช่น ถ้วย ชาม จาน ฯลฯ,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5706,5706,3-28(1)-101/33,1.01E+13,บริษัท ทูเอส จำกัด,ผลิตชุดชั้นในสตรี,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
5707,5707,3-53(1)-3/41,1.01003E+13,บริษัท ปรีดาเอ็นเตอร์ไพรส์ จำกัด,ทำผลิตภัณฑ์พลาสติคเช่นปลายขารองเก้าอี้มือจับตู้,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5708,5708,3-24-4/41,1.01001E+13,ห้างหุ้นส่วนจำกัด ไมตรีภรณ์,ถักผ้ายืดและตัดเย็บเสื้อผ้า,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5709,5709,3-95(1)-157/56,1.01E+13,บริษัท สยามนิสสันรถดีพระราม 2 จำกัด,ซ่อมเคาะพ่นสีรถยนต์,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5710,5710,ข3-64(2)-51/49,9.11001E+13,ยงเจริญโลหะกิจ,ปั๊มโลหะและประกอบชุดโคมไฟฟ้า,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5711,5711,3-58(1)-146/56,1.01E+13,ยูนิคอนคอนกรีตโปรดักส์,ทำผลิตภัณฑ์คอนกรีตและวัสดุก่อสร้าง,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
5712,5712,3-64(1)-3/21,1.0101E+13,บริษัท ศรีไทยไพศาลโลหะการ จำกัด,ทำของใช้ต่าง ๆ จากอลูมิเนียม เช่น ขันน้ำ ปิ่นโต ช้อน ทัพพี,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5713,5713,3-78(2)-3/21,1.01012E+13,บริษัท ปราณีวิสาหกิจ จำกัด,ผลิตลูกยางอุปกรณ์รถจักรยานยนต์,,,,,,บางแค,กรุงเทพมหานคร,10160,,
5714,5714,น.31-1/2561-นนล.,8.20301E+13,บริษัท จี แอล โบว์รอน (ไทยแลนด์) จำกัด,"นำเข้าส่งออกซื้อมา-ขายไปเช่าให้ขายฝากขายปลีกหรือจำหน่ายไปด้วยประกอบใดๆซึ่งสินค้าที่ผลิตขึ้นโดยบริษัทฯเช่นสินค้าเครื่องนอนเครื่องตกแต่งบ้านเครื่องตกแต่งรถยนต์ที่ทำจากหนังเฟอร์แกะเฟอร์นิเจอร์เตียงไม้-เหล็ก,ชิ้นส่วนเตียงที่ทำจากพลลาสติกโลหะผ้าโพลีเอสเตอร์และ",,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5715,5715,3-70-2/33,1.01013E+13,บริษัท บิสเอเซียอุตสาหกรรมเครื่องมือกล จำกัด,ซ่อม ประกอบรถแทรคเตอร์และผลิตอะไหล่ยานยนต์,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5716,5716,3-23(4)-5/33,1.01001E+13,บริษัท ศิริศิลป์การ์เม้นท์แอนด์เอ็มโบเดอรี่ จำกัด,ปักลวดลายผ้าและตัดเย็บเสื้อผ้าสำเร็จรูป(จำนวนจักรเย็บผ้า60,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5717,5717,3-14-86/59,1.01E+13,บริษัท ป๊อบอายน้ำแข็งหลอด จำกัด,ทำน้ำแข็งก้อนเล็กและทำน้ำดื่ม,,,,,,หลักสี่,กรุงเทพมหานคร,10210,,
5718,5718,3-95(1)-155/51,1.01E+13,บริษัท รุ่งเจริญ บอดี้ คลีนิค จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,,,,,,บางนา,กรุงเทพมหานคร,10260,,
5719,5719,3-4(1)-3/45,1.01E+13,นายอมร อมรปิยสิริ,ฆ่าไก่,,,,,,วัฒนา,กรุงเทพมหานคร,10110,,
5720,5720,3-64(10)-22/24,1.01002E+13,บริษัท จงส่งเสริมปัญญาสกุล จำกัด,ชุบและเคลือบโลหะ,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
5721,5721,ข3-64(2)-15/58,9.11E+13,นายยุทธชัย ซินวรรณโณ,ปั้มโลหะ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5722,5722,3-77(1)-2/21,1.01015E+13,ไคกี่,ต่อตัวถังรถบรรทุก,,,,,,ยานนาวา,กรุงเทพมหานคร,10120,,
5723,5723,3-95(1)-79/42,1.01E+13,บริษัท ยนตรกิจออโตโมบิลส์ จำกัด,ซ่อมแซมและตรวจสอบบำรุงรักษารถยนต์และพ่นสีรถยนต์,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
