_id,ลำดับ,เลขทะเบียนเดิม,FID,ชื่อโรงงาน,ประกอบกิจการ,,,,,,อำเภอ,จังหวัด,ไปรษณีย์,เขต,จำนวนโรงงาน
5583,5583,3-52(4)-5/47,1.01002E+13,นายสุธรรม เอกภพโยธิน,ทำรองเท้าแตะฟองน้ำและรองเท้าผ้าใบ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5584,5584,3-28(1)-22/29,1.01001E+13,นายสันติ อังกูรสิริภัทร,ตัดเย็บเสื้อผ้าสำเร็จรูป จำนวนจักรเย็บผ้า 100 เครื่อง,,,,,,สาทร,กรุงเทพมหานคร,10120,,
5585,5585,3-64(8)-1/26,1.01005E+13,วันชัยอุตสาหกรรมการผลิต,ทำข้อต่อท่อน้ำทำท่อสำหรับใช้ร้อยสายไฟฟ้าและอุปกรณ์ต่างๆเช่นกล่องแยกสายไฟฟ้า,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5586,5586,3-53(1)-10/35,1.01002E+13,บริษัท เอ็ม.เค. เอส. อุตสาหกรรม จำกัด,ทำของใช้จากพลาสติก เช่น ชิ้นส่วนเครื่องปรับอากาศ ชิ้นส่วนรถยนต์,,,,,,ทุ่งครุ,กรุงเทพมหานคร,10140,,
5587,5587,3-95(1)-42/35,1.01001E+13,ออโต้รีบิว,ซ่อม และพ่นสีรถยนต์,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
5588,5588,3-67(1)-1/48,1.01006E+13,ห้างหุ้นส่วนจำกัด โลหะสันติวูดแมชชีน,ทำเครื่องไสไม้และเครื่องเลื่อยไม้,,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
5589,5589,3-53(1)-37/26,1.01E+13,นายกัษกร กิตติวราวุฒิเดช,ทำเครื่องใช้จากพลาสติก,,,,,,บางกอกใหญ่,กรุงเทพมหานคร,10600,,
5590,5590,3-53(4)-11/32,1.01002E+13,บริษัท นันทินี และ บุตร จำกัด,ผลิตกล่องใส่เครื่องประดับ,,,,,,บางแค,กรุงเทพมหานคร,10160,,
5591,5591,3-41(1)-39/48,1.01E+13,บริษัท สปีดเพรส จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5592,5592,3-34(2)-121/53,1.01E+13,นายสิทธิวิชญ์ วัชทรีอุดมกาล,วงกบประตูหน้าต่าง,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
5593,5593,3-41(1)-32/35,1.01001E+13,บริษัท โรงพิมพ์ตะวันออก จำกัด (มหาชน),พิมพ์สิ่งพิมพ์ต่าง ๆ,,,,,,หลักสี่,กรุงเทพมหานคร,10210,,
5594,5594,3-39-2/38,1.01006E+13,บริษัท วี.พี. บรรจุภัณฑ์ จำกัด,ทำกล่องกระดาษบรรจุผลิตภัณฑ์ต่าง ๆ,,,,,,ราชเทวี,กรุงเทพมหานคร,10400,,
5595,5595,3-64(9)-33/17,1.01E+13,โรงงานฉั่วฮะเฮง,ทำล้อรถเข็นและเครื่องอะไหล่,,,,,,ปทุมวัน,กรุงเทพมหานคร,10330,,
5596,5596,3-24-9/53,1.01001E+13,นางอภินันท์ แซ่โค้ว,ถักผ้ายืด,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5597,5597,3-53(1)-23/37,1.01E+13,ไดมอนด์ทอยส์,ทำผลิตภัณฑ์พลาสติก เช่น ของเด็กเล่น จาน ขันน้ำ แก้วน้ำ,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5598,5598,3-64(5)-1/44,1.01023E+13,บริษัท ไทยยงเกียรติ์ อินดัสทริ จำกัด,ทำผลิตภัณฑ์จากลวด เช่น ขดสปริง ลวดเย็บกระดาษ และผลิต ซ่อมแซมเครื่องมือ เครื่องใช้เกี่ยวกับผลิตภัณฑ์ที่ใช้กับลวดเย็บกระดาษ,,,,,,ยานนาวา,กรุงเทพมหานคร,10120,,
5599,5599,3-34(1)-43/58,1.01E+13,บริษัท ส.เจริญจิตค้าไม้ จำกัด,ไส ซอยไม้แปรรูป,,,,,,ดอนเมือง,กรุงเทพมหานคร,10210,,
5600,5600,3-41(1)-4/44,1.01002E+13,บริษัท เพาเวอร์พรินท์ จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5601,5601,3-95(1)-91/42,1.01E+13,นายภณัฏฐ์ศักดิ์ กระจ่างเปล่ง,ซ่อมและเคาะพ่นสีรถยนต์,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5602,5602,3-95(1)-95/43,1.01E+13,บริษัท เพอร์ฟอร์แมนซ์ มอเตอร์ส (ประเทศไทย) จำกัด,ศูนย์บริการ ตรวจซ่อมบำรุงรักษาและตรวจสภาพรถยนต์,,,,,,บางเขน,กรุงเทพมหานคร,10220,,
5603,5603,3-64(1)-14/57,1.01E+13,บริษัท บางกอกแคนท์ จำกัด,ผลิตกระป๋องบรรจุภัณฑ์ขนาดต่างๆ,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5604,5604,3-100(1)-8/53,1.01006E+13,บริษัท เอส วรรณ ครีเอชั่น จำกัด,พ่นสีอลูมิเนียม,,,,,,หนองจอก,กรุงเทพมหานคร,10530,,
5605,5605,น.84(1)-3/2555-ญอธ.,7.216E+13,บริษัท ออสเตรียน ยูนิค จีเวลส์ จำกัด,ผลิตเครื่องประดับอัญมณี,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5606,5606,น.84(1)-3/2549-นอธ.,8.216E+13,บริษัท นิว เทค เชน จำกัด,ผลิตเครื่องประดับและชิ้นส่วนเครื่องประดับเงินทองประกอบอัญมณี,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5607,5607,3-41(1)-2/44,1.01008E+13,บริษัท พรรณีการพิมพ์ จำกัด,พิมพ์สิ่งพิมพ์ต่าง ๆ,,,,,,บางแค,กรุงเทพมหานคร,10160,,
5608,5608,น.67(7)-1/2555-นนล.,8.20304E+13,บริษัท เวอร์ทิว เทคโนโลยี่ จำกัด,นำเข้า-ส่งออกผลิตเครื่องจักรกลอะไหล่อุปกรณ์ชิ้นส่วนเครื่องจักรกลอุปกรณ์เครื่องตรึงใช้ยึดจับเจาะวัตถุสำหรับกลึงหรืออุปกรณ์จับชิ้นงานในระหว่างกระบวนการผลิตแม่พิมพ์แบบพิมพ์และปากกาจับวัตถุทุกชนิด,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5609,5609,น.84(1)-3/2547-นอธ.,8.216E+13,บริษัท ไทยโอเรียนท์ แอดวานซ์ เพลทติ้ง จำกัด,ผลิตเครื่องประดับ,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5610,5610,3-71-9/37,1.01003E+13,บริษัท ฟูจิกิ อินดัสตรี้ส์ จำกัด,ทำเครื่องใช้ไฟฟ้าเช่นปั๊มน้ำไฟฟ้ามอเตอร์ไฟฟ้า,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5611,5611,3-41(1)-16/39,1.01E+13,บริษัท แสงเมืองการพิมพ์ จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,,,,,,บางนา,กรุงเทพมหานคร,10260,,
5612,5612,3-28(1)-10/43,1.01E+13,บริษัท อินเตอร์เนชั่นแนล นิตแวร์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5613,5613,น.70-1/2551-นนช.,8.20103E+13,บริษัท ธานิ กูชิ เมททัล จำกัด,ผลิตชิ้นส่วนอุปกรณ์เครื่องปรับอากาศ,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5614,5614,3-95(1)-168/53,1.01E+13,ลาดพร้าวการาจ,ซ่อมเคาะพ่นสีรถยนต์,,,,,,ลาดพร้าว,กรุงเทพมหานคร,10230,,
5615,5615,3-37-91/58,1.01E+13,ทรัพย์เจ้าสัว เฟอร์นิเจอร์,ทำเครื่องเรือนจากไม้,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5616,5616,น.53(4)-1/2556-นนช.,8.201E+13,บริษัท ลอยัลแพค จำกัด,"ผลิตบรรจุภัณฑ์จากพลาสติก,กระดาษ,ไม้,โลหะและอุปกรณ์ตบแต่งตู้แสดงสินค้า",,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5617,5617,3-37-22/58,1.01E+13,นายสมเกียรติ คงรัตนสมบูรณ์,ทำโต๊ะหมู่บูชาและธรรมาสน์เทศน์,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5618,5618,3-71-3/44,1.0101E+13,บริษัท ไทยอินเตอร์ โพลีเมอร์ จำกัด,ประกอบเครื่องปรับอากาศ และทำชิ้นส่วนเครื่องปรับอากาศ เช่น หน้ากากแอร์,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5619,5619,3-67(7)-26/48,1.01001E+13,เส็งแกะสลัก,แกะสลักโลหะ เช่น เหล็กแม่พิมพ์,,,,,,ธนบุรี,กรุงเทพมหานคร,10600,,
5620,5620,3-24-11/58,1.01001E+13,บริษัท เจริญรัตน์การทอ จำกัด,ถักผ้ายืด,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5621,5621,3-95(1)-111/43,1.01E+13,B-quik,ศูนย์บริการรักษารถยนต์,,,,,,บางเขน,กรุงเทพมหานคร,10220,,
5622,5622,3-63(2)-23/32,1.01001E+13,บริษัท ทวินอาย จำกัด,ทำอุปกรณ์และเครื่องจักรที่ใช้ในการก่อสร้าง ได้ปีละ 48 ชิ้น,,,,,,บางนา,กรุงเทพมหานคร,10260,,
5623,5623,3-32(1)-7/47,1.01E+13,บริษัท ซินเซียกรุ๊ป จำกัด,ทำกระเป๋าหนัง กล่องหนัง เบาะหนัง และพ่นสีหนัง,,,,,,ยานนาวา,กรุงเทพมหานคร,10120,,
5624,5624,ศ3-37-23/39,1.00002E+11,บริษัท ฟาสเทคโน จำกัด,ทำเครื่องเรือนจากไม้,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
5625,5625,ข3-100(5)-8/50,9.11E+13,ประสงค์การชุบ,ชุบโลหะ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5626,5626,น.77(1)-3/2555-นนล.,8.203E+13,บริษัท เอเชีย ออโต้ เทรดดิ้ง จำกัด,ซื้อมาขายไปนำเข้ารถยนต์เรือรถจักรยานยนต์รถจักรยานรถยกหรือยานพาหนะทุกประเภท(ใหม่)เข้ามาในราชอาณาจักรเพื่อส่งออกและนำเข้ารถยนต์เรือรถจักรยานยนต์รถจักรยานรถยกหรือยานพาหนะทุกประเภทที่ใช้แล้วเข้ามาในราชอาณาจักรเพื่อปรับปรุงดัดแปลงปรับสภาพตกแต่งให้รถยนต์เรือรถจ,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5627,5627,3-58(1)-17/37,1.01001E+13,บริษัท คิวมิกซ์ซัพพลาย จำกัด,คอนกรีตผสมเสร็จ,,,,,,ดอนเมือง,กรุงเทพมหานคร,10210,,
5628,5628,3-61-7/54,1.01E+13,บริษัท ฮวง เอ็นเตอร์ไพรซ์ จำกัด,ทำใบมีดตัดขนาดต่างๆ ด้ามมีดโกนที่เป็นโลหะหรือพลาสติก,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5629,5629,ศ3-34(2)-10/39,1.00001E+11,บริษัท เอ.เอส.ที.สถาปัตย์ จำกัด,ทำวงกบขอบประตูขอบหน้าต่างบานประตูบานหน้าต่าง,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
5630,5630,3-87(2)-1/46,1.01035E+13,บริษัท ชัยอนันต์ เทรดดิ้ง จำกัด,ทำปากกาลูกลื่น และเครื่องเขียน,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
5631,5631,3-70-28/58,1.01E+13,บริษัท เค.ดี.เอส (1998) จำกัด,ผลิตอุปกรณ์สำหรับใช้ในบ้าน หรือในการอุตสาหกรรมและทำส่วนประกอบสำหรับใช้ในการก่อสร้างอาคาร เช่น บานพับและกลอนประตู หน้าต่างจากโลหะ,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5632,5632,ศ3-37-19/39,1.00002E+11,พูนทิพย์อินทีเรีย,ทำเครื่องเรือนจากไม้,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5633,5633,3-37-20/43,1.01001E+13,บริษัท อาศา เฟอร์นิเจอร์ จำกัด,ผลิตเฟอร์นิเจอร์จากไม้,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5634,5634,3-95(1)-222/49,1.01E+13,อู่มานะ,ซ่อมเครื่องยนต์และช่วงล่างรถยนต์,,,,,,บางซื่อ,กรุงเทพมหานคร,10800,,
5635,5635,3-95(1)-30/43,1.01E+13,อู่วิชิตยนต์,เคาะพ่นสีรถยนต์,,,,,,ทุ่งครุ,กรุงเทพมหานคร,10140,,
5636,5636,3-95(1)-57/44,1.01E+13,บริษัท ไทยยานยนตร์เซลส์ แอนด์เซอร์วิส จำกัด,ซ่อมรถยนต์,,,,,,จตุจักร,กรุงเทพมหานคร,10900,,
5637,5637,3-95(1)-19/49,1.01002E+13,บริษัท เอ็น.พี.บอดี้ ช้อป แอนด์ เพ้นติ้ง จำกัด,ซ่อมและเคาะพ่นสีรถยนต์,,,,,,บางกะปิ,กรุงเทพมหานคร,10240,,
5638,5638,3-39-6/38,1.01001E+13,บริษัท เอกราชอุตสาหกรรมกระดาษ จำกัด,"รับจ้างผลิตกล่องกระดาษได้ปีละ3,200,000ใบ",,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5639,5639,3-34(2)-3/44,1.01002E+13,บริษัท โคเรกซ์ จำกัด,ทำผนังไม้สำเร็จรูป,,,,,,คันนายาว,กรุงเทพมหานคร,10230,,
5640,5640,3-53(4)-25/49,1.01E+13,โรงงาน ส.ศิริวัฒน์,เป่าถุงพลาสติก,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5641,5641,3-24-21/48,1.01E+13,บริษัท จงสถิตย์ จำกัด,แต่งสำเร็จเส้นด้าย ตีเกลียวเส้นด้าย และถักผ้า,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5642,5642,3-41(1)-18/54,1.01E+13,บริษัท เอ็นพี พริ้นติ้ง แอนด์ แพคเกจจิ้ง จำกัด,พิมพ์สิ่งพิมพ์ต่างๆ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5643,5643,3-95(1)-184/54,1.01E+13,ห้างหุ้นส่วนจำกัด อมรพัฒกิจ,ซ่อมและพ่นสีรถยนต์,,,,,,ยานนาวา,กรุงเทพมหานคร,10120,,
5644,5644,น.4(2)-1/2546-นนล.,8.20301E+13,บริษัท ชาร์เตอร์ดฟู้ด จำกัด,"หูฉลามแช่แข็ง,หูฉลามแห้ง",,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5645,5645,น.34(1)-1/2553-นนช.,8.201E+13,บริษัท เอพิส จำกัด,"ผลิตเฟอร์นิเจอร์ไส,ซอย,เซาะร่องไม้และตกแต่งภายใน",,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5646,5646,3-64(12)-9/49,1.01002E+13,ซินเฮงโลหะกิจ,รับจ้างตัด พับ ม้วนและขึ้นรูปผลิตภัณฑ์โลหะทั่วไป,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
5647,5647,3-95(1)-192/49,1.01E+13,บริษัท สิรินธรคาร์เซอร์วิส จำกัด,ซ่อมรถยนต์ ตั้งศูนย์ถ่วงล้อ ปะเปลี่ยนยางรถยนต์,,,,,,บางพลัด,กรุงเทพมหานคร,10700,,
5648,5648,3-95(1)-50/44,1.01E+13,อู่อรัญอินเตอร์ การาจ,ซ่อมและพ่นสีรถยนต์,,,,,,ตลิ่งชัน,กรุงเทพมหานคร,10170,,
5649,5649,3-64(11)-1/44,1.01025E+13,บริษัท พี.อาร์.เอส.เมทเทิล จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้ว ตามที่กำหนดในหมวด 1 ข้อ 1 ของภาคผนวกที่ 1 บัญชีสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้ว ท้ายประกาศกระทรวงอุตสาหกรรม ฉบับที่ 1 (พ.ศ.2541),,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5650,5650,3-95(1)-282/58,1.01E+13,บริษัท มิตซู วิภาวดี จำกัด,ซ่อมรถยนต์,,,,,,บางพลัด,กรุงเทพมหานคร,10700,,
5651,5651,น.53(5)-1/2550-นนช.,8.201E+13,บริษัท เอสแอล โฮมโพรดักส์ จำกัด,ประกอบกิจการขึ้นรูปบรรจุภัณฑ์เพื่อทำการบรรจุผลิตภัณฑ์เครื่องใช้ภายในครัวเรือน,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5652,5652,น.69-1/2558-นนล.,8.20301E+13,บริษัท อีไอซี เซมิคอนดักเตอร์ จำกัด,"ผลิตและแยกอะไหล่ชิ้นส่วนอิเล็กทรอนิกส์(เช่นDIODE,TRANSISTOR,I.C.เป็นต้น)และแบ่งบรรจุสินค้าอุปโภคบริโภคสุรายาสูบเครื่องสำอางเครื่องใช้ไฟฟ้าในบ้านรถจักรยานยนต์ไฟแช็กเครื่องใช้ในครัวเรือนเครื่องแต่งกายของเด็กเล่นซื้อมาขายไปเม็ดพลาสติกเครื่องอิเล็กทรอนิกส์รวม",,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5653,5653,3-95(1)-5/38,1.01007E+13,บริษัท อีซูซุสุวรรณภูมิ จำกัด,ตรวจเช็คสภาพและซ่อมรถยนต์,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5654,5654,3-95(1)-85/49,1.01E+13,นายทรงชัย สวนสมุทร,ซ่อมรถยนต์,,,,,,บางแค,กรุงเทพมหานคร,10160,,
5655,5655,น.84(1)-2/2548-นอธ.,8.216E+13,บริษัท เดโลรา จำกัด,ผลิตเครื่องประดับอัญมณี,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5656,5656,3-28(1)-3/40,1.01E+13,บริษัท ไทยบราแอนด์ลิงเกอรี่ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป(จำนวนจักรเย็บผ้า306เครื่อง),,,,,,ธนบุรี,กรุงเทพมหานคร,10600,,
5657,5657,3-84(1)-2/50,1.01005E+13,บริษัท ศิณาฑา จิวเวลรี่ จำกัด,รับทำแหวน เงิน สร้อยข้อมือ จี้,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5658,5658,น.4(3)-1/2555-นนช.,8.201E+13,บริษัท นูทริกซ์ จำกัด (มหาชน),ผลิตอาหารสำเร็จรูปที่ทำจากเนื้อสัตว์ แป้ง ผัก ผลไม้ และวตถุเจือปนในอาหารหรือผลิตภัณฑ์อื่นที่คล้ายคลึงกัน,,,,,,มีนบุรี,กรุงเทพมหานคร,10510,,
5659,5659,3-95(1)-18/45,1.01E+13,อู่ลิขิตบริการ,เคาะ-พ่นสีรถยนต์,,,,,,ลาดพร้าว,กรุงเทพมหานคร,10230,,
5660,5660,3-66-4/35,1.01005E+13,บริษัท เอแม็กซ์อินเตอร์เทค จำกัด,ผลิตและประกอบเครื่องจักรสำหรับการกสิกรรมและอุตสาหกรรมเช่นรถไถนาเครื่องบรรจุฯลฯ,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5661,5661,3-64(9)-10/52,1.01002E+13,ตั๊กเฮงการช่าง,ทำแม่พิมพ์ และทำของใช้จากพลาสติก,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5662,5662,3-95(1)-84/40,1.01E+13,บริษัท นำสิริยนต์ จำกัด,ซ่อมและพ่นสีรถยนต์,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5663,5663,3-69-5/49,1.01005E+13,บริษัท ไพบูลย์อ๊อฟเซต จำกัด,ผลิตชิ้นส่วนประกอบหรืออุปกรณ์ของเครื่องอัดสำเนา เครื่องถ่ายเอกสาร เครื่องพิมพ์และพิมพ์สิ่งพิมพ์,,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
5664,5664,3-64(13)-20/39,1.01E+13,ไพทูรย์การช่าง,กลึงเจาะและปั้มโลหะทั่วไป,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5665,5665,3-9(4)-1/43,1.01002E+13,นางสาวนารี บรรณศรี,ทำขนมจีน,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5666,5666,น.77(1)-4/2547-ญนล.,7.203E+13,บริษัท โกลเด้น แลนด์ สยาม กรุ๊พ จำกัด,ซื้อมาขายไปนำเข้าส่งออกดัดแปลงสภาพรถยนต์รถบรรทุกรถจักรยานยนต์รถเครนรถบัสรถโฟล์คลิฟท์รถแทรกเตอร์รถขุดรถหัวลากรถยนต์ทุกชนิดรถจักรยานเครื่องยนต์และอะไหล่รวมถึงอุปกรณ์ชิ้นส่วนรถยนต์ทุกชนิดอุปกรณ์กีฬาครภัณฑ์อุปกรณ์และเครื่องจักรกลที่ใช้ในการเกษตรการก่อสร้างการ,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5667,5667,น.72-3/2538-ญนล.,7.203E+13,บริษัท เอริเท็ค อีเล็คโทรนิคส์ จำกัด,"ผลิตชิ้นส่วนอิเล็คทรอนิกส์(CERAMICCAPACITOR,SILERCOATEDCERAMICDISC)",,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5668,5668,3-64(13)-103/49,1.01E+13,นายฐิระชัย ทยานิพันธ์,รับจ้างกลึงโลหะ เช่น แม่พิมพ์โลหะ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5669,5669,3-78(2)-2/45,1.01017E+13,บริษัท พี เอ็น สตีล โปรดักส์ จำกัด,ทำชิ้นส่วนอุปกรณ์ของรถจักรยานยนต์ เช่น ตะแกรง ขาเหยียบ ขาตั้ง,,,,,,บางบอน,กรุงเทพมหานคร,10150,,
5670,5670,3-64(13)-20/40,1.01002E+13,ไพศาลการช่าง,กลึงไสกัดเจาะโลหะ,,,,,,บางคอแหลม,กรุงเทพมหานคร,10120,,
5671,5671,3-95(1)-66/55,1.01E+13,นายวิชัย เมฆาลัย,ซ่อมรถยนต์,,,,,,ราชเทวี,กรุงเทพมหานคร,10400,,
5672,5672,3-28(1)-17/59,1.01E+13,บริษัท จริยาการ์เม้นท์ จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,,,,,,สาทร,กรุงเทพมหานคร,10120,,
5673,5673,3-68-11/59,1.01E+13,นำชัยการช่าง,ทำถังย้อมผ้า,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5674,5674,น.84(1)-1/2555-ญอธ.,7.21601E+13,บริษัท เจมแบรนด์ จิวเวลเลอรี่ จำกัด,ผลิตเครื่องประดับอัญมณีทุกชนิด,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
5675,5675,3-95(1)-180/40,1.01E+13,นางอำภา ชูชาติ,ซ่อม-เคาะพ่นสีรถยนต์,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
5676,5676,น.77(1)-5/2555-นนล.,8.203E+13,บริษัท เอส เจ เอส ไฟน์ อิมพอร์ต จำกัด,ซื้อมาขายไปนำเข้าส่งออกรถยนต์รถจักรยานยนต์เรือยานพาหนะทุกชนิดเครื่องยนต์รวมถึงอะไหล่และอุปกรณ์ของผลิตภัณฑ์ดังกล่าวทุกชนิดบริการด้านคลังสินค้าการขนส่งและโลจิสติกส์1.ประกอบกิจการค้าเครื่องจักรเครื่องยนต์เครื่องมือกลเครื่องทุ่นแรงยานพาหนะเครื่องกำเนิดไฟฟ้าเค,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5677,5677,3-78(2)-7/59,1.01001E+13,ล. สุทธิการช่าง,ทำส่วนประกอบรถจักรยานยนต์ เช่น แกน สลัก บู๊ซ ข้อต่อต่างๆ,,,,,,บึงกุ่ม,กรุงเทพมหานคร,10240,,
5678,5678,3-95(1)-157/59,1.01E+13,บริษัท วี.พี.ออโต้ เอ็นเตอร์ไพรส์ จำกัด,ซ่อมรถยนต์ เครื่องยนต์,,,,,,หนองแขม,กรุงเทพมหานคร,10160,,
5679,5679,3-53(4)-38/50,1.01001E+13,บริษัท พี.พี.เจริญทรัพย์ จำกัด,ทำถุงพลาสติก,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5680,5680,3-22(2)-5/59,1.01001E+13,บริษัท เจ เค เจริญกรเท็กซ์ไทล์ จำกัด,ทอผ้า,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5681,5681,ศ3-100(2)-2/35,1.003E+11,อุดมเฟอร์นิเจอร์,ทา พ่น หรือเคลือบแชลแล็ค เล็กเกอร์เครื่องเรือนไม้,,,,,,วังทองหลาง,กรุงเทพมหานคร,10310,,
5682,5682,3-10(1)-1/40,1.01001E+13,บริษัท ชาเล่ต์ ฟูดส์ โปรดักส์ จำกัด,ทำผลิตภัณฑ์อาหารจากแป้งเช่นขนมปังขนมเค็ก ขนมปังไส้กรอก แซนวิส,,,,,,บางนา,กรุงเทพมหานคร,10260,,
5683,5683,3-36(1)-19/59,1.01E+13,เจริญเฟอร์นิเจอร์ แฟคตอรี่,ทำเครื่องใช้ และเครื่องเรือนจากไม้,,,,,,ภาษีเจริญ,กรุงเทพมหานคร,10160,,
5684,5684,3-37-17/59,1.01001E+13,บริษัท ที.อาร์.เอ็นเตอร์ไพรซ์ จำกัด,"ทำเฟอร์นิเจอร์จากไม้ เช่น ตู้,โต๊ะ,เก้าอี้",,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
5685,5685,3-53(1)-38/32,1.01001E+13,บริษัท เอส เค บี ครีเอทีฟ จำกัด,ทำเครื่องใช้พลาสติก เช่น ถุงมือ ชิ้นส่วนรถจักรยานยนต์ รถยนต์ คอมพิวเตอร์ และวีดีโอ (กำลังการผลิตปีละ 45 ล้านชิ้น),,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5686,5686,3-64(9)-74/35,1.01E+13,ลี้ท่งเซ้ง,ทำชิ้นส่วนของเครื่องไฟฟ้า,,,,,,จอมทอง,กรุงเทพมหานคร,10150,,
5687,5687,น.48(6)-1/2537-ญนล.,7.203E+13,บริษัท เซโค แอดวานซ์ (ประเทศไทย) จำกัด,ผลิตหมึกพิมพ์ซิลสกรีน,,,,,,ลาดกระบัง,กรุงเทพมหานคร,10520,,
5688,5688,3-2(1)-41/50,1.01E+13,บริษัท กู๊ดดี้ เวิลด์ จำกัด,คัดแยกขนาดหรือคุณภาพเก็บรักษาและต้ม นึ่ง ทอด อบพืชหรือเมล็ดพืชและผลิตภัณฑ์จากสัตว์น้ำ,,,,,,บางขุนเทียน,กรุงเทพมหานคร,10150,,
5689,5689,3-95(1)-210/54,1.01E+13,เจ.อาร์.การาจ พัฒนาการ,ซ่อมและพ่นสีรถยนต์,,,,,,สวนหลวง,กรุงเทพมหานคร,10250,,
5690,5690,3-65-13/26,1.01003E+13,ห้างหุ้นส่วนจำกัด กรุงธนโลหะกรรม,"กลึงโลหะทำอุปกรณ์เครื่องยนต์ ได้ปีละ 3,500 ชิ้น",,,,,,ราษฎร์บูรณะ,กรุงเทพมหานคร,10140,,
5691,5691,น.84(1)-11/2559-ญอธ.,7.216E+13,บริษัท ชริราม เอ็กซ์ปอร์ตส์ จำกัด,ผลิตตัวเรือนเครื่องประดับอัญมณีทุกชนิดและส่งออกขายปลีกขายส่งเครื่องประดับอัญมณีทุกชนิด,,,,,,ประเวศ,กรุงเทพมหานคร,10250,,
